product,handle,jewellery,position,width,height,ratio,is_hero,under_800px,url
Textured Gold Hoops,textured-gold-hoops,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b1_264a714c-92f0-4cd8-9ffe-aa1b6bde8579.jpg
Textured Gold Hoops,textured-gold-hoops,True,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/textured-gold-hoops-1.jpg
Textured Gold Hoops,textured-gold-hoops,True,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/textured-gold-hoops-3.jpg
Textured Gold Hoops,textured-gold-hoops,True,6,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/textured-gold-hoops-4.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-arc-hoops-0_36619557-b91b-4449-99db-9ba31c4eb7e2.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-arc-hoops-2.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b6.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,4,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-arc-hoops-3.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-arc-hoops-4.jpg
Baguette Arc Hoops,baguette-arc-hoops,True,6,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-arc-hoops-5.jpg
Filigree Bloom Studs,filigree-bloom-studs,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/filigree-bloom-studs-0_f3857d31-3b5a-4271-9e05-b80ffaa77693.jpg
Filigree Bloom Studs,filigree-bloom-studs,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/filigree-bloom-studs-2.jpg
Filigree Bloom Studs,filigree-bloom-studs,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/filigree-bloom-studs-3.jpg
Filigree Bloom Studs,filigree-bloom-studs,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b4.jpg
Filigree Bloom Studs,filigree-bloom-studs,True,5,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/filigree-bloom-studs-4.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/solitaire-whisper-studs.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,2,1280,1714,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/solitaire-whisper-studs-1.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/solitaire-whisper-studs-2.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,4,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/solitaire-whisper-studs-3.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,5,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/solitaire-whisper-studs-4.jpg
Solitaire Whisper Studs,solitaire-whisper-studs,True,6,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b1_264a714c-92f0-4cd8-9ffe-aa1b6bde8579.jpg
Pearl Drop Studs,pearl-drop-studs,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-drop-studs.jpg
Pearl Drop Studs,pearl-drop-studs,True,2,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-drop-studs-1.jpg
Pearl Drop Studs,pearl-drop-studs,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b9_4b553bfa-6b78-4edd-899c-90bed80a20ee.jpg
Brushed Gold Huggies,brushed-gold-huggies,True,1,896,896,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/brushed-gold-huggies-0_d9e5187c-0e22-4997-988b-81e1533a5ebd.jpg
Brushed Gold Huggies,brushed-gold-huggies,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/brushed-gold-huggies-1.jpg
Brushed Gold Huggies,brushed-gold-huggies,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b3_8c8c1d6c-16fd-4947-840b-4cc7b47a435d.jpg
Trio Oval Drop Earrings,silver-drop-earrings,True,1,1600,1600,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/silver-drop-earrings-0_d7ff0f06-0d36-40d2-b49f-1468ad0edadf.jpg
Trio Oval Drop Earrings,silver-drop-earrings,True,2,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/silver-drop-earrings-1.jpg
Trio Oval Drop Earrings,silver-drop-earrings,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b14_cd6a0b93-eae2-4e02-93c3-4d1dcc9fbd74.jpg
Trio Oval Drop Earrings,silver-drop-earrings,True,4,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/silver-drop-earrings-2.jpg
Trio Oval Drop Earrings,silver-drop-earrings,True,5,1280,1714,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/silver-drop-earrings-3.jpg
Pearl Blossom Earrings,pearl-blossom-earrings,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-blossom-earrings-0_8b601091-c9d3-48bf-baa8-c3bfebb4950c.jpg
Pearl Blossom Earrings,pearl-blossom-earrings,True,2,1280,1714,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-blossom-earrings-1.jpg
Pearl Blossom Earrings,pearl-blossom-earrings,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b11_307d6130-39cc-4c70-a261-0aa933fb98db.jpg
Pearl Point Studs,pearl-point-studs,True,1,640,640,1:1,True,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-point-studs-3_fd1b8184-0f8a-402e-81ed-0f0f82c0c98c.jpg
Pearl Point Studs,pearl-point-studs,True,2,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-point-studs-0.jpg
Pearl Point Studs,pearl-point-studs,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b15_edfdfe00-1876-4077-ac69-cb84fd35b2be.jpg
Pearl Point Studs,pearl-point-studs,True,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-point-studs-1.jpg
Pearl Point Studs,pearl-point-studs,True,5,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-point-studs-2.jpg
Pearl Point Studs,pearl-point-studs,True,6,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-point-studs-4.jpg
Rivière of Light Bracelet,riviere-of-light-bracelet,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/riviere-of-light-bracelet-0_1bfa22be-ba1d-4967-bccd-018bd98c3148.jpg
Rivière of Light Bracelet,riviere-of-light-bracelet,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/riviere-of-light-bracelet-1.jpg
Rivière of Light Bracelet,riviere-of-light-bracelet,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b12_4327afb0-fa89-46b6-8658-d1bc45945ede.jpg
Pearl Reverie Bracelet,pearl-reverie-bracelet,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-reverie-bracelet.jpg
Pearl Reverie Bracelet,pearl-reverie-bracelet,True,2,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-reverie-bracelet-1.jpg
Pearl Reverie Bracelet,pearl-reverie-bracelet,True,3,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-reverie-bracelet-2.jpg
Pearl Reverie Bracelet,pearl-reverie-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b6_e118bb77-c292-4510-945c-adba7890cf47.jpg
Triple Dawn Cuff,triple-dawn-cuff,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/triple-dawn-cuff.jpg
Triple Dawn Cuff,triple-dawn-cuff,True,2,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/triple-dawn-cuff-1.jpg
Triple Dawn Cuff,triple-dawn-cuff,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b9.jpg
Triple Dawn Cuff,triple-dawn-cuff,True,4,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/triple-dawn-cuff-2.jpg
Bold Nocturne Bracelet,bold-nocturne-bracelet,True,1,2048,2048,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_202820_4655468e-3f43-44d3-a072-b82f1349fc13.png
Bold Nocturne Bracelet,bold-nocturne-bracelet,True,2,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_202820_8f628d11-a37b-4470-9d19-13712dda1c07.png
Bold Nocturne Bracelet,bold-nocturne-bracelet,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/YF5144-BRA_2_worn.png
Bold Nocturne Bracelet,bold-nocturne-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b14_3d3f7e3b-368b-42e7-929c-1ff5f8fe99b3.jpg
Baroque Bloom Cuff,baroque-bloom-cuff,True,1,640,640,1:1,True,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baroque-bloom-cuff-0_80bb0244-7923-4303-a825-653061497716.jpg
Baroque Bloom Cuff,baroque-bloom-cuff,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baroque-bloom-cuff-2.jpg
Baroque Bloom Cuff,baroque-bloom-cuff,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b9_6c176b11-456e-4144-ac53-fb0d9442c93c.jpg
Baroque Bloom Cuff,baroque-bloom-cuff,True,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baroque-bloom-cuff-1.jpg
Baroque Bloom Cuff,baroque-bloom-cuff,True,5,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baroque-bloom-cuff-3.jpg
Baroque Shell Bracelet,baroque-shell-bracelet,True,1,2048,2048,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_210929_c89ac146-44c5-415f-9cbd-fd6af6093299.png
Baroque Shell Bracelet,baroque-shell-bracelet,True,2,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_210929_40637e96-f7ab-4f9d-9813-10d9f4f218b3.png
Baroque Shell Bracelet,baroque-shell-bracelet,True,3,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_210929_affda4fc-e3c5-448e-b373-6149b12da6ee.png
Baroque Shell Bracelet,baroque-shell-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b8_0a2363d8-5108-494f-9f71-9c303d0baf62.jpg
Baroque Shell Bracelet,baroque-shell-bracelet,True,5,640,640,1:1,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/CCDB2655-DB5A-44C7-AF4D-E1191E5652B6.webp
Baroque Shell Bracelet,baroque-shell-bracelet,True,6,913,902,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/FullSizeRender_1eda0489-b5c8-4768-aff8-17701f48560e.jpg
Baguette Éclat Bracelet,baguette-eclat-bracelet,True,1,640,640,1:1,True,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-eclat-bracelet-0_b190417a-894e-41d0-ba3d-7525aa6d73b5.jpg
Baguette Éclat Bracelet,baguette-eclat-bracelet,True,2,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-eclat-bracelet-1.jpg
Baguette Éclat Bracelet,baguette-eclat-bracelet,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-eclat-bracelet-2.jpg
Baguette Éclat Bracelet,baguette-eclat-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b15.jpg
Baguette Éclat Bracelet,baguette-eclat-bracelet,True,5,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/baguette-eclat-bracelet-3.jpg
Blush Station Bracelet,blush-station-bracelet,True,1,640,640,1:1,True,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/blush-station-bracelet-0_980b07cd-a586-4075-bb0f-a2658ca4a97f.jpg
Blush Station Bracelet,blush-station-bracelet,True,2,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/blush-station-bracelet-1.jpg
Blush Station Bracelet,blush-station-bracelet,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b5_a82d6651-c6ec-4896-abcd-ab8155641630.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-0_caf6459a-db93-4679-a68c-a74aeafa2a52.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,2,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-2.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-1.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b13.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-3.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,6,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-4.jpg
Prism Rivière Bracelet,prism-riviere-bracelet,True,7,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/prism-riviere-bracelet-5.jpg
Heartbead Bracelet,heartbead-bracelet,True,1,640,640,1:1,True,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/heartbead-bracelet-0_0b5bf644-b12f-4dac-b3c4-86b40c5b1718.jpg
Heartbead Bracelet,heartbead-bracelet,True,2,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/heartbead-bracelet-3.jpg
Heartbead Bracelet,heartbead-bracelet,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b2.jpg
Heartbead Bracelet,heartbead-bracelet,True,4,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/heartbead-bracelet-1.jpg
Heartbead Bracelet,heartbead-bracelet,True,5,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/heartbead-bracelet-2.jpg
Heartbead Bracelet,heartbead-bracelet,True,6,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/heartbead-bracelet-4.jpg
Ribbon Bead Bracelet,ribbon-bead-bracelet,True,1,1600,1600,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/ribbon-bead-bracelet-0_2a52afd2-edcb-4827-8600-e95779d977b8.jpg
Ribbon Bead Bracelet,ribbon-bead-bracelet,True,2,640,857,3:4,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/ribbon-bead-bracelet-2.jpg
Ribbon Bead Bracelet,ribbon-bead-bracelet,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/ribbon-bead-bracelet-1.jpg
Ribbon Bead Bracelet,ribbon-bead-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b13_d0feab2f-55ae-4ecf-b48c-ec67b10c1f6e.jpg
Ribbon Bead Bracelet,ribbon-bead-bracelet,True,5,640,640,1:1,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/ribbon-bead-bracelet-3.jpg
Cushion Halo Ring,cushion-halo-ring,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/cushion-halo-ring-0_5d46c0f5-1847-4550-8d3c-77d72f06b67f.jpg
Cushion Halo Ring,cushion-halo-ring,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/cushion-halo-ring-1.jpg
Cushion Halo Ring,cushion-halo-ring,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b1.jpg
Cushion Halo Ring,cushion-halo-ring,True,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/cushion-halo-ring-3.jpg
Cushion Halo Ring,cushion-halo-ring,True,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/cushion-halo-ring-4.jpg
Chevron Whisper Ring,chevron-whisper-ring,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/chevron-whisper-ring-0_c55321a4-4269-49f6-afa0-8025e597ceae.jpg
Chevron Whisper Ring,chevron-whisper-ring,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/chevron-whisper-ring-1.jpg
Chevron Whisper Ring,chevron-whisper-ring,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/chevron-whisper-ring-2.jpg
Chevron Whisper Ring,chevron-whisper-ring,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b7_ee49a81f-0521-4705-a231-7bfda91ea31f.jpg
Pearl Ribbon Ring,pearl-ribbon-ring,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-ribbon-ring-0_cffc36a6-2a0b-4078-bf3d-74090b0bde22.jpg
Pearl Ribbon Ring,pearl-ribbon-ring,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-ribbon-ring-1.jpg
Pearl Ribbon Ring,pearl-ribbon-ring,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/pearl-ribbon-ring-2.jpg
Pearl Ribbon Ring,pearl-ribbon-ring,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b5_69318d2f-ebf3-4456-88c7-9dcca979b938.jpg
Star Point Band,star-point-band,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/star-point-band.jpg
Star Point Band,star-point-band,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/star-point-band-1.jpg
Star Point Band,star-point-band,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/star-point-band-2.jpg
Star Point Band,star-point-band,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b7.jpg
Star Point Band,star-point-band,True,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/star-point-band-3.jpg
Star Point Band,star-point-band,True,6,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/star-point-band-4.jpg
Blush Cluster Ring,blush-cluster-ring,True,1,1280,1280,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/blush-cluster-ring-0_07d6fd3b-8ed3-49f6-88ab-cb674a409fcb.jpg
Blush Cluster Ring,blush-cluster-ring,True,2,1179,1443,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/FullSizeRender_e93ba70d-63e0-417c-8979-673905c75fbb.jpg
Blush Cluster Ring,blush-cluster-ring,True,3,992,1110,0.89,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/FullSizeRender_c57a3223-5863-4b8c-aaea-2bc3752af01f.jpg
Blush Cluster Ring,blush-cluster-ring,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b9_e2d4ba15-a050-43f8-8a20-a2bb57083da0.jpg
Rose Verdant Band,rose-verdant-band,True,1,1500,1500,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/rose-verdant-band.jpg
Rose Verdant Band,rose-verdant-band,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/rose-verdant-band-2.jpg
Rose Verdant Band,rose-verdant-band,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b11_7b176220-1a54-4fc3-8325-09a17d314704.jpg
Rose Verdant Band,rose-verdant-band,True,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/rose-verdant-band-3.jpg
Rose Verdant Band,rose-verdant-band,True,5,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/rose-verdant-band-4.jpg
Granule Dome Ring,granule-dome-ring,True,1,1280,1280,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/granule-dome-ring-0_b16739f1-1513-46e1-9a4c-bae0d6a9c53e.jpg
Granule Dome Ring,granule-dome-ring,True,2,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b4_13fa15c3-8945-4f2b-9e65-bbdc0f0b8160.jpg
Verdant Eternity Band,verdant-eternity-band,True,1,896,896,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-eternity-band-0_5b5a3c58-f0cf-4657-a580-9cff7067e54a.jpg
Verdant Eternity Band,verdant-eternity-band,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-eternity-band-1.jpg
Verdant Eternity Band,verdant-eternity-band,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b5.jpg
Verdant Eternity Band,verdant-eternity-band,True,4,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-eternity-band-2.jpg
Verdant Circlet Studs,verdant-circlet-studs,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-circlet-studs-0_45d95fdc-6489-4cc0-b2ee-a407149df50e.jpg
Verdant Circlet Studs,verdant-circlet-studs,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-circlet-studs-3.jpg
Verdant Circlet Studs,verdant-circlet-studs,True,3,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/verdant-circlet-studs-1.jpg
Verdant Circlet Studs,verdant-circlet-studs,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b1_2af9b1d3-6cff-4b51-ab53-dc5cd136d54b.jpg
Halo Curve Ring,halo-curve-ring,True,1,934,944,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/B0DA22CE-47D0-4BA3-9CEF-52C34966BE0C.jpg
Halo Curve Ring,halo-curve-ring,True,2,1150,1348,0.85,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/4532987C-A2DA-4C8E-A706-E1140E5FF8BD.jpg
Halo Curve Ring,halo-curve-ring,True,3,743,918,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/CD6A27C9-F249-49BD-8212-54A7EEB03DFF.jpg
Halo Curve Ring,halo-curve-ring,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b2_a377ca87-4b5d-4c3d-8454-5449fd59524b.jpg
Vintage Halo Ring,vintage-halo-ring,True,1,1600,1600,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/vintage-halo-ring-0_388cc36f-c489-49b8-9150-dfbb20286647.jpg
Vintage Halo Ring,vintage-halo-ring,True,2,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/vintage-halo-ring-1.jpg
Vintage Halo Ring,vintage-halo-ring,True,3,640,794,4:5,False,True,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/vintage-halo-ring-3.jpg
Vintage Halo Ring,vintage-halo-ring,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b3.jpg
Pavé Dome Ring,silver-dome-ring,True,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/silver-dome-ring-0_08859528-2db2-47cf-80ba-4f6cd68f34ba.jpg
Pavé Dome Ring,silver-dome-ring,True,2,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b7_4901d496-c260-4092-a6be-a3ae76a35343.jpg
Whisper Pavé Band,whisper-pave-band,True,1,1600,1600,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/whisper-pave-band-0_348a2c03-1364-4de3-a95e-fb64c6d8663d.jpg
Whisper Pavé Band,whisper-pave-band,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/whisper-pave-band-1.jpg
Whisper Pavé Band,whisper-pave-band,True,3,1600,1986,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/whisper-pave-band-2.jpg
Whisper Pavé Band,whisper-pave-band,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b9_07608534-6711-4dfb-8c99-8aa240a1b084.jpg
Petite Pavé Band,petite-pave-band,True,1,1600,1600,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/petite-pave-band-0_3a593ff2-aa2e-4a98-a5ef-19d405ad646a.jpg
